,Event.Id,Accident.Number,Event.Date,Location,Country,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
182,20020917X01783,CHI82DA031,1982-01-27,"HOFFMAN, MN",United States,PRIVATE STRIP,Non-Fatal,Substantial,Airplane,N3174C,Aeronca,7BCM,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-01-1983
183,20020917X01742,ATL82FID05,1982-01-27,"CHARLOTTESVILLE, VA",United States,ALBEMARLE,Non-Fatal,Substantial,Airplane,N2466B,Piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,27-01-1983
185,20020917X02579,SEA82DA021,1982-01-28,"SUNRIVER, OR",United States,SUNRIVER,Non-Fatal,Substantial,Airplane,N4604N,Cessna,340A,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-01-1983
186,20020917X02428,MKC82DA022,1982-01-28,"WENTZVILLE, MO",United States,WENTZVILLE,Non-Fatal,Substantial,Airplane,N5333T,Cessna,172H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,28-01-1983
187,20020917X02165,LAX82DA054,1982-01-28,"FOWLER, CA",United States,TURNER FIELD,Non-Fatal,Substantial,Airplane,N6594U,Mooney,M20C,Yes,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-01-1983
194,20020917X02335,LAX82IA062,1982-01-30,"TRUCKEE, CA",United States,TRUCKEE TAHOE,Incident,Minor,Airplane,N9674C,Piper,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-01-1983
195,20020917X02166,LAX82DA055,1982-01-30,"AVALON, CA",United States,SANTA CATALINA,Non-Fatal,Destroyed,Airplane,N4510H,Mooney,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Climb,Probable Cause,30-01-1983
196,20020917X02313,LAX82FVA11,1982-01-30,"OAKDALE, CA",United States,OAKDALE,Fatal(1),Substantial,Airplane,N5173R,Cessna,TR182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,30-01-1983
197,20020917X02248,LAX82DVG15,1982-01-30,"REDDING, CA",United States,BENTON AIRPORT,Non-Fatal,Substantial,Airplane,N1669E,Aeronca,7AC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,30-01-1983
199,20020917X02167,LAX82DA056,1982-01-30,"BIG BEAR, CA",United States,BIG BEAR CITY,Non-Fatal,Substantial,Airplane,N54288,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,30-01-1983
200,20020917X02003,FTW82DA050,1982-01-30,"BALD KNOB, AR",United States,BALD KNOB,Non-Fatal,Substantial,Airplane,N3041N,Cessna,140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,30-01-1983
201,20020917X01920,DEN82DA026,1982-01-30,"BRYCE CANYON, UT",United States,BRYCE CANYON,Non-Fatal,Substantial,Airplane,N5447E,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-01-1983
202,20020917X01664,ATL82DA045,1982-01-30,"CONYERS, GA",United States,WHISPERING PINES,Non-Fatal,Substantial,Airplane,N42042,Cessna,182L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-01-1983
203,20020917X01663,ATL82DA044,1982-01-30,"CUMBERLAND ISLA, GA",United States,CANDLER HIGHPOINT,Non-Fatal,Substantial,Airplane,N734YY,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,30-01-1983
204,20020917X02580,SEA82DA023,1982-01-30,"SINCLAIR ISLAND, WA",United States,SINCLAIR ISLAND,Non-Fatal,Substantial,Airplane,N53294,Cessna,172P,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,30-01-1983
205,20020917X02547,NYC82FFA03,1982-01-31,"LAKE PLACID, NY",United States,LAKE PLACID,Non-Fatal,Substantial,Airplane,N6758B,Piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,31-01-1983
206,20020917X02482,NYC82DA017,1982-01-31,"CALDWELL, NJ",United States,ESSEX COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N17065,Cessna,150L,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,31-01-1983
207,20020917X02429,MKC82DA024,1982-01-31,"MALDEN, MO",United States,MALDEN MUNI,Non-Fatal,Substantial,Airplane,N5005M,Beech,36,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,IMC,Cruise,Probable Cause,31-01-1983
208,20020917X02344,MIA82DA040,1982-01-31,"NEW PORT RICHEY, FL",United States,WEST PASCO,Non-Fatal,Substantial,Airplane,N5406M,Cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,31-01-1983
209,20020917X02343,MIA82DA039,1982-01-31,"DELAND, FL",United States,DELAND MUNICIPAL,Non-Fatal,Substantial,Airplane,N21481,Piper,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,31-01-1983
210,20020917X02169,LAX82DA058,1982-01-31,"EL CAJON, CA",United States,GRASS STRIP,Non-Fatal,Substantial,Airplane,N2596K,Cessna,180K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,31-01-1983
211,20020917X02005,FTW82DA052,1982-01-31,"ALBUQUERQUE, NM",United States,ALBUQUERQUE INTL.,Non-Fatal,Substantial,Airplane,N89963,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-01-1983
212,20020917X02004,FTW82DA051,1982-01-31,"MCKINNEY, TX",United States,MCKINNEY,Non-Fatal,Substantial,Airplane,N6409M,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-01-1983
213,20020917X01921,DEN82DA027,1982-01-31,"TRINIDAD, CO",United States,LAS ANIMAS COUNTY,Non-Fatal,Substantial,Airplane,N3921P,Piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-01-1983
214,20020917X02480,NYC82AA028,1982-02-01,"GROTON, CT",United States,GROTON-NEW LONDON,Non-Fatal,Destroyed,Airplane,N451C,Beech,99,No,2.0,Turbo Prop,Unknown,0.0,5.0,2.0,0.0,IMC,Approach,Probable Cause,01-02-1983
215,20020917X02413,MIA82FLD13,1982-02-01,"CRYSTAL RIVER, FL",United States,CRYSTAL RIVER,Non-Fatal,Destroyed,Airplane,N5111D,Cessna,172,No,1.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,01-02-1983
216,20020917X02135,FTW82FRA15,1982-02-01,"HITCHCOCK, TX",United States,HELIPAD,Non-Fatal,Destroyed,Helicopter,N213EH,Aerospatiale,SA-360C,No,1.0,Turbo Shaft,Ferry,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,01-02-1983
218,20020917X02315,LAX82FVD09,1982-02-01,"SONOMA, CA",United States,SONOMA VALLEY,Non-Fatal,Substantial,Airplane,N5067C,Bellanca,7ECA,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,01-02-1983
219,20020917X02170,LAX82DA059,1982-02-01,"LAS VEGAS, NV",United States,N. LAS VEGAS AIR TERMINAL,Non-Fatal,Substantial,Airplane,N5481S,Cessna,TR182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-02-1983
220,20020917X02006,FTW82DA053,1982-02-01,"LAS CRUCES, NM",United States,CRAWFORD,Non-Fatal,Substantial,Airplane,N2575X,Cessna,P206,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,01-02-1983
221,20020917X01784,CHI82DA033,1982-02-01,"ANDERSON, IN",United States,ANDERSON MUNICIPAL,Non-Fatal,Substantial,Airplane,N5400G,Grumman,1159,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,01-02-1983
223,20020917X02539,NYC82FA029,1982-02-02,"NEWBURGH, NY",United States,STEWART,Fatal(1),Destroyed,Airplane,N62481,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,02-02-1983
225,20020917X02581,SEA82DA024,1982-02-02,"MOSES LAKE, WA",United States,PRIVATE STRIP,Non-Fatal,Substantial,Airplane,N756GF,Cessna,U206G,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-02-1983
226,20020917X02007,FTW82DA054,1982-02-02,"DRYDEN, TX",United States,TERRELL COUNTY,Non-Fatal,Substantial,Airplane,N6618N,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-02-1983
227,20020917X01963,DEN82DTM10,1982-02-02,"WEST JORDAN, UT",United States,SALT LAKE #2,Non-Fatal,Substantial,Airplane,N12BK,Smith Miniplane,BK-1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-02-1983
228,20020917X02297,LAX82FUJ27,1982-02-03,"PARADISE VALLEY, AZ",United States,SKY HARBOR INTL ARPT,Fatal(1),Destroyed,Airplane,N11578,Mooney,M20J,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,03-02-1983
229,20020917X01923,DEN82DA029,1982-02-03,"HAYDEN, CO",United States,YAMPA VALLEY,Non-Fatal,Destroyed,Airplane,N149JA,Mitsubishi,MU2B-40,No,2.0,Turbo Prop,Business,0.0,0.0,6.0,0.0,IMC,Landing,Probable Cause,03-02-1983
230,20020917X01910,DCA82AA014,1982-02-03,"PHILADELPHIA, PA",United States,PHILADELPHIA INTL,Non-Fatal,Minor,Airplane,N1814U,Mcdonnell-douglas,DC-10-10,No,3.0,Turbo Fan,Unknown,0.0,1.0,0.0,154.0,IMC,Takeoff,Probable Cause,03-02-1983
232,20020917X02252,LAX82DVM10,1982-02-03,"MT. HAMILTON, CA",United States,PRIVATE RANCH,Non-Fatal,Substantial,Airplane,N3579T,Taylorcraft,F19,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-02-1983
234,20020917X02555,NYC82FHD06,1982-02-03,"TOMS RIVER, NJ",United States,ROBERT MILLER,Non-Fatal,Substantial,Airplane,N9759Q,Ted Smith,AEROSTAR 600,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,03-02-1983
236,20020917X02583,SEA82DA026,1982-02-04,"BURNS, OR",United States,BURNS MUNICIPAL,Non-Fatal,Substantial,Airplane,N5193X,Bellanca,7KCAB,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-02-1983
237,20020917X02008,FTW82DA055,1982-02-04,GULF OF MEXICO,GULF OF MEXICO,SHIP SHOAL 87,Non-Fatal,Substantial,Helicopter,N2623,Bell,206L-1,No,1.0,Turbo Shaft,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,04-02-1983
240,20020917X02570,NYC82FNE03,1982-02-05,"ELLINGTON, CT",United States,ELLINGTON,Non-Fatal,Substantial,Airplane,N721FL,Piper,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,05-02-1983
241,20020917X01665,ATL82DA046,1982-02-05,"LUVERNE, AL",United States,FRANK SIKES,Non-Fatal,Substantial,Airplane,N123WL,Cessna,T210L,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,Probable Cause,05-02-1983
242,20020917X02585,SEA82DA028A,1982-02-06,"MEDFORD, OR",United States,MEDFORD-JACKSON COUNTY,Non-Fatal,Minor,Airplane,N56270,Boeing,A75N1,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-02-1983
244,20020917X02173,LAX82DA065B,1982-02-06,"SAN JOSE, CA",United States,RIED HILLVIEW,Non-Fatal,Minor,Airplane,N71681,Bellanca,7KCAB,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Standing,Probable Cause,06-02-1983
245,20020917X02585,SEA82DA028B,1982-02-06,"MEDFORD, OR",United States,MEDFORD-JACKSON COUNTY,Non-Fatal,Substantial,Airplane,N95078,Taylorcraft,BC12-D,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-02-1983
246,20020917X02432,MKC82DA027,1982-02-06,"SPRINGFIELD, MO",United States,SPRINGFIELD MUNICIPAL,Non-Fatal,Substantial,Airplane,N7041C,Piper,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-02-1983
248,20020917X02173,LAX82DA065A,1982-02-06,"SAN JOSE, CA",United States,RIED HILLVIEW,Non-Fatal,Substantial,Airplane,N3343D,Cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-02-1983
250,20020917X01790,CHI82DA039,1982-02-06,"EAST LANSING, MI",United States,DAVIS,Non-Fatal,Substantial,Airplane,N7644F,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,06-02-1983
251,20020917X01788,CHI82DA037,1982-02-06,"BROWNSBURG, IN",United States,BROWNSBURG,Non-Fatal,Substantial,Airplane,N93607,Ercoupe,415-C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,06-02-1983
252,20020917X01787,CHI82DA036,1982-02-06,"PEORIA, IL",United States,MOUNT HAWLEY AUX.,Non-Fatal,Substantial,Airplane,N8510S,Cessna,182H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,06-02-1983
253,20020917X01786,CHI82DA035,1982-02-06,"BUFFALO, MN",United States,BUFFALO,Non-Fatal,Substantial,Airplane,N10794,Cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,06-02-1983
256,20020917X02284,LAX82FJA04,1982-02-07,"KALAUPAPA, HI",United States,KALAUPAPA,Non-Fatal,Destroyed,Airplane,N16524,Piper,PA-28-140,Yes,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Landing,Probable Cause,07-02-1983
258,20020917X02625,SEA82FYM09,1982-02-07,"AURORA, OR",United States,AURORA,Non-Fatal,Substantial,Airplane,N4660W,Rockwell Comdr,112TCA,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,07-02-1983
259,20020917X02584,SEA82DA027,1982-02-07,"PROSSER, WA",United States,GEORGE O. BEARDSLEY FIELD,Non-Fatal,Substantial,Airplane,N8280W,Piper,PA-28-180,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-02-1983
260,20020917X02495,NYC82DA033,1982-02-07,"MARTHAS VINEYARD, MA",United States,MARTHAS VINEYARD,Non-Fatal,Substantial,Airplane,N41694,Bellanca,7KCAB,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,05-05-2011
261,20020917X02493,NYC82DA031,1982-02-07,"WRIGHTSTOWN, NJ",United States,MCGUIRE AFB,Non-Fatal,Substantial,Airplane,N738QM,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,07-02-1983
262,20020917X02434,MKC82DA029,1982-02-07,"CAPE GIRARDEAU, MO",United States,CAPE GIRARDEAU MUNICIPAL,Non-Fatal,Substantial,Airplane,N5272B,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-02-1983
263,20020917X02433,MKC82DA028,1982-02-07,"WASHINGTON, IA",United States,WASHINGTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N2501N,Piper,PA-38,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,07-02-1983
264,20020917X02009,FTW82DA056,1982-02-07,"ARTESIA, NM",United States,ARTESIA MUNICIPAL,Non-Fatal,Substantial,Airplane,N33281,Cessna,177RG,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,07-02-1983
265,20020917X01792,CHI82DA041,1982-02-07,"BENTON HARBOR, MI",United States,ROSS FIELD,Non-Fatal,Substantial,Airplane,N9893J,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,07-02-1983
267,20020917X01789,CHI82DA038,1982-02-07,"GREENCASTLE, IN",United States,PUTNAM COUNTY,Non-Fatal,Substantial,Airplane,N7804U,Cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-02-1983
269,20020917X01667,ATL82DA049,1982-02-08,"BROWNSVILLE, KY",United States,MEREDITH,Non-Fatal,Destroyed,Airplane,N13165,Cessna,C-172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Climb,Probable Cause,08-02-1983
270,20020917X02129,FTW82FQD09,1982-02-08,"SANDERSON, TX",United States,PRIVATE STRIP,Fatal(1),Substantial,Airplane,N2887Z,Piper,PA-18A-150,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,08-02-1983
271,20020917X01879,CHI82DEE13,1982-02-08,"LANSING, IL",United States,LANSING MUNI,Non-Fatal,Substantial,Airplane,N65619,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-02-1983
272,20020917X01794,CHI82DA043,1982-02-08,"MATTOON, IL",United States,COLES COUNTY,Non-Fatal,Substantial,Airplane,N8282Z,Piper,PA-28R-201,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,08-02-1983
273,20020917X01793,CHI82DA042,1982-02-08,"VALPARAISO, IN",United States,PORTER COUNTY,Non-Fatal,Substantial,Airplane,N2203B,Piper,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,08-02-1983
275,20020917X01668,ATL82DA050,1982-02-08,"STATESBORO, GA",United States,DAVIS AIRPARK,Non-Fatal,Substantial,Airplane,N89047,Cessna,140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-02-1983
276,20020917X01666,ATL82DA048,1982-02-08,"NASHVILLE, TN",United States,NASHVILLE METRO,Non-Fatal,Substantial,Airplane,N60427,Beech,C-23,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-02-1983
278,20020917X02143,FTW82FRG22,1982-02-09,"CIBOLO, TX",United States,KARDYS,Fatal(1),Destroyed,Airplane,N7148N,Beech,V35A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,09-02-1983
280,20020917X02174,LAX82DA066,1982-02-09,"CARLSBAD, CA",United States,CARLSBAD AIRPORT,Non-Fatal,Substantial,Airplane,N69DH,Cessna,310R,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,09-02-1983
281,20020917X01795,CHI82DA044,1982-02-09,"ANOKA, MN",United States,GATEWAY NORTH INDUSTRIAL,Non-Fatal,Substantial,Airplane,N12562,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,09-02-1983
282,20020917X01743,ATL82FID06,1982-02-09,"NEWPORT NEWS, VA",United States,NEWPORT NEWS,Non-Fatal,Substantial,Airplane,N5218J,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Go-around,Probable Cause,09-02-1983
284,20020917X02416,MIA82FLD16,1982-02-10,"LAKE WALES, FL",United States,LAKE WALES,Non-Fatal,Destroyed,Airplane,N5207J,Cessna,310,No,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,10-02-1983
286,20020917X02494,NYC82DA032,1982-02-10,"PLYMOUTH, MA",United States,PLYMOUTH COUNTY,Non-Fatal,Substantial,Airplane,N84330,Cessna,172K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,10-02-1983
287,20020917X01924,DEN82DA030,1982-02-10,"SPANISH FORK, UT",United States,SPANISH FORK,Non-Fatal,Substantial,Airplane,N5439J,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,10-02-1983
288,20020917X01725,ATL82FA052,1982-02-10,"JESSUP, GA",United States,WAYNE COUNTY,Non-Fatal,Substantial,Airplane,N8299F,Cessna,401,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,10-02-1983
289,20020917X01796,CHI82DA045,1982-02-10,"URBANA, IL",United States,RESTRICTED HELIPORT,Non-Fatal,Substantial,Helicopter,N2256G,Sikorsky,UH-19B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,10-02-1983
291,20020917X02243,LAX82DVA12,1982-02-11,"VALLEY HOME, CA",United States,TREMBLE RANCH,Non-Fatal,Destroyed,Airplane,N6659Q,Grumman,G-164B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,11-02-1983
292,20020917X02435,MKC82DA030,1982-02-11,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N757YE,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,11-02-1983
296,20020917X02345,MIA82DA046,1982-02-12,"FT. LAUDERDALE, FL",United States,FT. LAUDERDALE INTL,Non-Fatal,Substantial,Airplane,N1515V,Howard Aircraft Corp.,500,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,12-02-1983
297,20020917X01804,CHI82DA054,1982-02-12,"ELYRIA, OH",United States,LORAIN COUNTY REGIONAL,Non-Fatal,Substantial,Airplane,N49952,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,12-02-1983
302,20020917X02442,MKC82DA037,1982-02-13,"GRAIN VALLEY, MO",United States,EAST KANSAS CITY,Non-Fatal,Substantial,Airplane,N7947Z,Cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,13-02-1983
303,20020917X02439,MKC82DA034,1982-02-13,"MOBERLY, MO",United States,BRADLEY,Non-Fatal,Substantial,Airplane,N4822B,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-02-1983
304,20020917X02347,MIA82DA048,1982-02-13,"PENSACOLA, FL",United States,FERGUSON,Non-Fatal,Substantial,Airplane,N82004,Aeronca,7AC,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,13-02-1983
305,20020917X02010,FTW82DA057,1982-02-13,"NAVAJO DAM, NM",United States,NAVAJO STATE PARK,Non-Fatal,Substantial,Airplane,N8862B,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,13-02-1983
311,20020917X02011,FTW82DA058,1982-02-14,"CLEVELAND, TX",United States,CLEVELAND,Non-Fatal,Destroyed,Airplane,N5101B,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,14-02-1983
312,20020917X02496,NYC82DA034,1982-02-14,"FACTORYVILLE, PA",United States,SEAMANS,Non-Fatal,Substantial,Airplane,N14908,Bellanca,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,14-02-1983
313,20020917X02436,MKC82DA031,1982-02-14,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N18102,Cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,14-02-1983
315,20020917X01805,CHI82DA055,1982-02-14,"LEBANON, IN",United States,BOONE COUNTY,Non-Fatal,Substantial,Airplane,N24007,Piper,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,14-02-1983
316,20020917X01803,CHI82DA053,1982-02-14,"DWIGHT, IL",United States,DWIGHT,Non-Fatal,Substantial,Airplane,N8252V,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,14-02-1983
317,20020917X01799,CHI82DA049,1982-02-14,"LAMBERTVILLE, MI",United States,TOLEDO SUBURBAN,Non-Fatal,Substantial,Airplane,N5543J,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,14-02-1983
318,20020917X01760,ATL82FLJ04,1982-02-14,"JACKSONVILLE, NC",United States,PINEY GREEN,Fatal(2),Substantial,Airplane,N37768,Porterfield,CP-65,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,14-02-1983
319,20020917X01670,ATL82DA056,1982-02-14,"RIDGELAND, SC",United States,RIDGELAND MUNICIPAL,Non-Fatal,Substantial,Airplane,N2552U,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,14-02-1983
320,20020917X02336,LAX82IA075,1982-02-15,"ONTARIO, CA",United States,ONTARIO INTERNATIONAL,Incident,Minor,Airplane,N73717,Boeing,B737-2H4,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,119.0,IMC,Approach,Probable Cause,15-02-1983
323,20020917X02497,NYC82DA035,1982-02-15,"SCHROON LAKE, NY",United States,SCHROON LAKE,Non-Fatal,Substantial,Airplane,N201UM,Mooney,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,15-02-1983
324,20020917X02438,MKC82DA033,1982-02-15,"DES MOINES, IA",United States,DES MOINES MUNI,Non-Fatal,Substantial,Airplane,N44710,Piper,PA-28-151,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Descent,Probable Cause,15-02-1983
325,20020917X02437,MKC82DA032,1982-02-15,"CHESTERFIELD, MO",United States,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N24311,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,15-02-1983
